game_id,team_id,a_team_id,spread1,spread2
21000730,1610612748,1610612753,1.0,-1.0
21000737,1610612753,1610612764,-6.0,6.0
21000746,1610612737,1610612764,-2.5,2.5
21000747,1610612757,1610612739,-6.0,6.0
21000748,1610612747,1610612740,-4.5,4.5
21000751,1610612743,1610612750,-4.5,4.5
21000760,1610612750,1610612740,8.0,-8.0
21000763,1610612741,1610612757,-2.5,2.5
21000767,1610612746,1610612753,9.5,-9.5
21000774,1610612766,1610612754,4.5,-4.5
21000784,1610612744,1610612756,6.5,-6.5
21000789,1610612759,1610612755,-3.0,3.0
21000792,1610612748,1610612765,-8.0,8.0
21000839,1610612754,1610612764,-2.0,2.0
21000851,1610612741,1610612761,-8.5,8.5
21000852,1610612749,1610612752,7.0,-7.0
21000859,1610612748,1610612741,-3.0,3.0
21000865,1610612752,1610612739,-8.5,8.5
21000867,1610612760,1610612753,6.0,-6.0
21000868,1610612740,1610612750,-4.5,4.5
21000869,1610612751,1610612759,11.0,-11.0
21000872,1610612743,1610612757,7.5,-7.5
21000875,1610612758,1610612763,10.5,-10.5
21000879,1610612756,1610612754,2.5,-2.5
21000892,1610612738,1610612762,-4.5,4.5
21000894,1610612744,1610612754,5.5,-5.5
21000898,1610612759,1610612763,1.0,-1.0
21000906,1610612750,1610612765,4.5,-4.5
21000908,1610612754,1610612760,8.5,-8.5
21000909,1610612766,1610612743,6.5,-6.5
21000910,1610612757,1610612758,-3.5,3.5
21000912,1610612753,1610612748,5.0,-5.0
21000913,1610612743,1610612762,3.0,-3.0
21000923,1610612748,1610612759,2.5,-2.5
21000914,1610612761,1610612751,2.5,-2.5
21000915,1610612741,1610612753,2.0,-2.0
21000927,1610612754,1610612745,7.0,-7.0
21000941,1610612757,1610612753,2.0,-2.0
21000945,1610612742,1610612750,-6.5,6.5
21000950,1610612749,1610612764,-1.5,1.5
21000948,1610612744,1610612739,-4.5,4.5
21000987,1610612753,1610612756,-6.0,6.0
21000993,1610612759,1610612748,5.0,-5.0
21000997,1610612755,1610612762,-3.5,3.5
21000999,1610612753,1610612747,6.0,-6.0
21001008,1610612756,1610612740,4.5,-4.5
21001013,1610612755,1610612746,1.0,-1.0
21001018,1610612743,1610612753,5.5,-5.5
21001031,1610612754,1610612763,9.0,-9.0
21001036,1610612765,1610612737,7.0,-7.0
21001037,1610612752,1610612749,-2.0,2.0
21001043,1610612757,1610612747,6.5,-6.5
21001044,1610612753,1610612739,-12.5,12.5
21001045,1610612754,1610612751,-3.5,3.5
21001049,1610612744,1610612759,11.0,-11.0
21001052,1610612764,1610612757,16.0,-16.0
21001056,1610612737,1610612755,7.0,-7.0
21001058,1610612748,1610612765,-8.5,8.5
21001061,1610612762,1610612760,12.0,-12.0
21001062,1610612744,1610612745,8.0,-8.0
21001064,1610612759,1610612743,5.5,-5.5
21001069,1610612751,1610612753,13.0,-13.0
21001071,1610612765,1610612739,-4.5,4.5
21001078,1610612759,1610612757,4.5,-4.5
21001089,1610612745,1610612748,7.5,-7.5
21001093,1610612764,1610612744,12.0,-12.0
21001094,1610612740,1610612747,9.0,-9.0
21001101,1610612748,1610612739,-13.5,13.5
21001102,1610612745,1610612751,-7.0,7.0
21001108,1610612745,1610612755,3.0,-3.0
21001115,1610612758,1610612743,14.0,-14.0
21001120,1610612749,1610612754,3.0,-3.0
21001129,1610612746,1610612756,5.0,-5.0
21001137,1610612760,1610612746,-5.0,5.0
21001139,1610612743,1610612747,6.5,-6.5
21001144,1610612753,1610612761,-10.0,10.0
21001140,1610612765,1610612738,10.5,-10.5
21001143,1610612739,1610612752,12.0,-12.0
21001141,1610612764,1610612766,8.5,-8.5
21001149,1610612759,1610612737,-6.0,6.0
21001155,1610612761,1610612752,9.0,-9.0
21001154,1610612755,1610612738,5.5,-5.5
21001156,1610612756,1610612741,10.5,-10.5
21001161,1610612762,1610612747,13.5,-13.5
21001162,1610612753,1610612766,-6.0,6.0
21001166,1610612739,1610612761,5.5,-5.5
21001164,1610612749,1610612748,8.5,-8.5
21001173,1610612747,1610612744,-6.0,6.0
21001174,1610612738,1610612741,5.0,-5.0
21001175,1610612757,1610612762,-5.0,5.0
21001182,1610612766,1610612748,14.0,-14.0
21001179,1610612764,1610612738,13.5,-13.5
21001190,1610612739,1610612749,8.5,-8.5
21001204,1610612753,1610612755,2.0,-2.0
21001206,1610612739,1610612765,7.0,-7.0
21001209,1610612742,1610612745,-3.0,3.0
21001210,1610612744,1610612743,12.0,-12.0
21001212,1610612760,1610612758,-6.5,6.5
21001224,1610612745,1610612750,-5.5,5.5
21001218,1610612764,1610612739,5.0,-5.0
21001219,1610612754,1610612753,5.5,-5.5
21001228,1610612763,1610612746,7.0,-7.0
41000151,1610612740,1610612747,11.0,-11.0
41000121,1610612752,1610612738,6.0,-6.0
41000122,1610612752,1610612738,6.5,-6.5
41000103,1610612741,1610612754,-4.5,4.5
41000123,1610612738,1610612752,3.0,-3.0
41000133,1610612753,1610612737,-1.5,1.5
41000164,1610612742,1610612757,4.0,-4.0
41000144,1610612759,1610612763,-1.0,1.0
41000115,1610612755,1610612748,11.0,-11.0
41000136,1610612753,1610612737,-1.5,1.5
41000221,1610612763,1610612760,6.5,-6.5
41000214,1610612748,1610612738,-1.5,1.5
41000205,1610612737,1610612741,8.5,-8.5
41000215,1610612738,1610612748,7.5,-7.5
41000301,1610612748,1610612741,2.0,-2.0
41000305,1610612748,1610612741,3.0,-3.0
41000401,1610612742,1610612748,4.5,-4.5
41000402,1610612742,1610612748,4.0,-4.0
41000403,1610612748,1610612742,2.0,-2.0
41000405,1610612748,1610612742,1.0,-1.0
11100001,1610612741,1610612754,-4.0,4.0
11100002,1610612740,1610612763,9.0,-9.0
11100008,1610612758,1610612744,5.0,-5.0
11100011,1610612760,1610612742,2.5,-2.5
11100012,1610612737,1610612766,-4.5,4.5
11100014,1610612746,1610612747,3.0,-3.0
11100016,1610612765,1610612739,3.5,-3.5
11100024,1610612761,1610612738,5.5,-5.5
11100025,1610612751,1610612752,7.0,-7.0
11100026,1610612750,1610612749,7.0,-7.0
11100023,1610612757,1610612762,3.5,-3.5
11100029,1610612743,1610612756,1.5,-1.5
21100012,1610612743,1610612742,4.5,-4.5
21100015,1610612747,1610612758,-3.0,3.0
21100019,1610612738,1610612748,9.5,-9.5
21100020,1610612750,1610612749,5.5,-5.5
21100022,1610612762,1610612747,5.5,-5.5
21100023,1610612754,1610612761,-4.0,4.0
21100024,1610612748,1610612766,-11.0,11.0
21100025,1610612764,1610612737,8.5,-8.5
21100032,1610612752,1610612744,-6.0,6.0
21100040,1610612739,1610612754,9.5,-9.5
21100043,1610612745,1610612763,6.5,-6.5
21100051,1610612754,1610612765,-2.5,2.5
21100052,1610612737,1610612745,1.0,-1.0
21100054,1610612752,1610612758,-1.0,1.0
21100053,1610612756,1610612760,11.0,-11.0
21100057,1610612738,1610612764,-7.0,7.0
21100058,1610612761,1610612753,12.0,-12.0
21100060,1610612751,1610612739,2.5,-2.5
21100061,1610612742,1610612750,-2.5,2.5
21100065,1610612757,1610612746,3.0,-3.0
21100068,1610612754,1610612751,-6.0,6.0
21100072,1610612759,1610612750,-5.0,5.0
21100079,1610612757,1610612760,4.5,-4.5
21100096,1610612749,1610612758,-3.0,3.0
21100100,1610612752,1610612764,-6.0,6.0
21100103,1610612741,1610612753,-2.0,2.0
21100104,1610612743,1610612740,-6.5,6.5
21100106,1610612739,1610612750,6.5,-6.5
21100110,1610612741,1610612737,-6.0,6.0
21100119,1610612762,1610612744,3.0,-3.0
21100123,1610612749,1610612756,7.5,-7.5
21100127,1610612754,1610612755,7.0,-7.0
21100131,1610612740,1610612743,13.5,-13.5
21100137,1610612760,1610612763,-2.5,2.5
21100148,1610612760,1610612740,-6.5,6.5
21100149,1610612745,1610612759,7.0,-7.0
21100152,1610612753,1610612757,3.0,-3.0
21100153,1610612748,1610612746,-3.0,3.0
21100160,1610612764,1610612755,13.0,-13.0
21100164,1610612758,1610612745,8.5,-8.5
21100165,1610612749,1610612742,9.5,-9.5
21100168,1610612748,1610612743,-3.5,3.5
21100173,1610612738,1610612754,3.5,-3.5
21100175,1610612740,1610612763,11.0,-11.0
21100185,1610612741,1610612763,-2.0,2.0
21100200,1610612765,1610612745,7.5,-7.5
21100203,1610612760,1610612764,-11.0,11.0
21100204,1610612759,1610612753,5.0,-5.0
21100206,1610612744,1610612751,3.0,-3.0
21100209,1610612763,1610612740,-4.0,4.0
21100210,1610612765,1610612750,8.5,-8.5
21100212,1610612742,1610612746,-3.5,3.5
21100216,1610612757,1610612761,-7.0,7.0
21100219,1610612756,1610612738,6.0,-6.0
21100220,1610612749,1610612752,4.5,-4.5
21100226,1610612754,1610612744,0.0,0.0
21100227,1610612739,1610612737,7.5,-7.5
21100228,1610612743,1610612752,-2.5,2.5
21100229,1610612755,1610612748,7.0,-7.0
21100232,1610612766,1610612741,12.5,-12.5
21100236,1610612750,1610612762,7.0,-7.0
21100258,1610612766,1610612764,7.5,-7.5
21100259,1610612752,1610612739,-4.0,4.0
21100265,1610612737,1610612759,4.5,-4.5
21100270,1610612738,1610612753,10.0,-10.0
21100271,1610612763,1610612746,3.5,-3.5
21100275,1610612751,1610612739,4.0,-4.0
21100278,1610612753,1610612740,-3.5,3.5
21100280,1610612759,1610612750,-1.0,1.0
21100283,1610612756,1610612757,9.5,-9.5
21100285,1610612765,1610612755,13.0,-13.0
21100287,1610612752,1610612745,7.0,-7.0
21100303,1610612759,1610612763,6.0,-6.0
21100306,1610612742,1610612756,-5.0,5.0
21100334,1610612739,1610612753,7.5,-7.5
21100335,1610612750,1610612751,-4.5,4.5
21100342,1610612746,1610612764,-8.5,8.5
21100347,1610612742,1610612739,-5.5,5.5
21100348,1610612745,1610612750,1.5,-1.5
21100350,1610612760,1610612759,2.5,-2.5
21100354,1610612743,1610612757,6.5,-6.5
21100361,1610612762,1610612752,3.0,-3.0
21100362,1610612756,1610612737,8.0,-8.0
21100367,1610612762,1610612754,9.0,-9.0
21100373,1610612749,1610612761,-1.5,1.5
21100379,1610612754,1610612737,3.5,-3.5
21100396,1610612754,1610612763,1.5,-1.5
21100402,1610612755,1610612739,-7.5,7.5
21100403,1610612759,1610612751,-9.5,9.5
21100404,1610612752,1610612750,6.5,-6.5
21100410,1610612764,1610612765,6.0,-6.0
21100418,1610612746,1610612742,4.0,-4.0
21100420,1610612752,1610612761,-4.5,4.5
21100423,1610612758,1610612741,11.0,-11.0
21100428,1610612737,1610612747,5.0,-5.0
21100430,1610612755,1610612753,3.0,-3.0
21100432,1610612763,1610612751,-3.0,3.0
21100434,1610612754,1610612739,-2.0,2.0
21100437,1610612766,1610612750,10.5,-10.5
21100441,1610612764,1610612746,13.0,-13.0
21100442,1610612751,1610612754,8.5,-8.5
21100447,1610612749,1610612753,7.0,-7.0
21100449,1610612748,1610612739,-9.5,9.5
21100463,1610612758,1610612739,1.5,-1.5
21100465,1610612749,1610612751,-2.0,2.0
21100467,1610612755,1610612750,0.0,0.0
21100478,1610612764,1610612756,6.0,-6.0
21100483,1610612758,1610612748,13.5,-13.5
21100487,1610612758,1610612764,3.0,-3.0
21100489,1610612740,1610612739,5.0,-5.0
21100491,1610612753,1610612751,-6.5,6.5
21100495,1610612762,1610612750,5.5,-5.5
21100498,1610612743,1610612746,9.0,-9.0
21100499,1610612752,1610612748,0.0,0.0
21100500,1610612753,1610612737,-5.0,5.0
21100504,1610612744,1610612754,6.0,-6.0
21100514,1610612749,1610612738,6.5,-6.5
21100515,1610612739,1610612752,10.0,-10.0
21100516,1610612744,1610612737,7.0,-7.0
21100522,1610612745,1610612762,2.5,-2.5
21100523,1610612750,1610612747,7.0,-7.0
21100537,1610612746,1610612756,-3.0,3.0
21100542,1610612765,1610612763,8.0,-8.0
21100553,1610612743,1610612759,7.0,-7.0
21100554,1610612753,1610612761,-6.5,6.5
21100557,1610612754,1610612741,7.0,-7.0
21100558,1610612755,1610612749,-2.0,2.0
21100564,1610612737,1610612754,7.5,-7.5
21100571,1610612747,1610612764,-7.5,7.5
21100574,1610612746,1610612751,-7.5,7.5
21100577,1610612757,1610612750,0.0,0.0
21100578,1610612752,1610612759,7.5,-7.5
21100589,1610612747,1610612750,-3.0,3.0
21100591,1610612746,1610612759,4.0,-4.0
21100596,1610612761,1610612765,2.0,-2.0
21100599,1610612766,1610612760,17.0,-17.0
21100607,1610612745,1610612739,2.5,-2.5
21100606,1610612754,1610612753,5.5,-5.5
21100610,1610612744,1610612746,7.5,-7.5
21100611,1610612749,1610612751,-3.0,3.0
21100613,1610612766,1610612740,6.5,-6.5
21100614,1610612764,1610612759,14.0,-14.0
21100617,1610612738,1610612746,5.5,-5.5
21100628,1610612757,1610612752,5.5,-5.5
21100630,1610612739,1610612749,6.5,-6.5
21100629,1610612748,1610612741,-3.0,3.0
21100637,1610612738,1610612744,-5.0,5.0
21100644,1610612751,1610612753,12.0,-12.0
21100656,1610612752,1610612754,4.5,-4.5
21100665,1610612750,1610612758,-1.5,1.5
21100668,1610612757,1610612760,9.0,-9.0
21100670,1610612755,1610612766,-10.0,10.0
21100672,1610612738,1610612737,2.0,-2.0
21100675,1610612750,1610612744,1.5,-1.5
21100677,1610612761,1610612752,8.5,-8.5
21100678,1610612756,1610612748,10.5,-10.5
21100680,1610612760,1610612762,-3.0,3.0
21100684,1610612752,1610612755,4.0,-4.0
21100689,1610612746,1610612760,9.0,-9.0
21100691,1610612765,1610612743,8.0,-8.0
21100692,1610612747,1610612742,4.0,-4.0
21100696,1610612744,1610612745,8.0,-8.0
21100697,1610612762,1610612758,2.0,-2.0
21100701,1610612739,1610612753,9.5,-9.5
21100707,1610612742,1610612759,4.0,-4.0
21100713,1610612765,1610612752,11.0,-11.0
21100714,1610612761,1610612741,12.5,-12.5
21100717,1610612754,1610612749,4.5,-4.5
21100718,1610612758,1610612744,1.5,-1.5
21100724,1610612748,1610612760,2.0,-2.0
21100727,1610612753,1610612761,-6.0,6.0
21100729,1610612738,1610612766,-6.5,6.5
21100732,1610612749,1610612752,4.5,-4.5
21100733,1610612743,1610612741,7.5,-7.5
21100741,1610612760,1610612757,-5.0,5.0
21100750,1610612759,1610612758,-4.0,4.0
21100755,1610612740,1610612757,9.0,-9.0
21100764,1610612763,1610612745,2.0,-2.0
21100774,1610612754,1610612759,8.0,-8.0
21100776,1610612762,1610612746,5.5,-5.5
21100782,1610612740,1610612756,10.0,-10.0
21100786,1610612745,1610612741,8.0,-8.0
21100791,1610612766,1610612761,9.5,-9.5
21100794,1610612755,1610612748,7.0,-7.0
21100798,1610612751,1610612747,8.5,-8.5
21100800,1610612754,1610612764,-5.5,5.5
21100806,1610612744,1610612750,6.5,-6.5
21100805,1610612743,1610612740,-5.0,5.0
21100809,1610612751,1610612757,9.0,-9.0
21100810,1610612747,1610612746,3.0,-3.0
21100821,1610612757,1610612742,6.0,-6.0
21100823,1610612756,1610612743,3.0,-3.0
21100828,1610612753,1610612755,6.0,-6.0
21100835,1610612741,1610612752,-3.0,3.0
21100836,1610612755,1610612738,3.5,-3.5
21100838,1610612765,1610612748,11.0,-11.0
21100849,1610612744,1610612743,8.5,-8.5
21100852,1610612753,1610612764,-4.5,4.5
21100854,1610612766,1610612739,6.5,-6.5
21100855,1610612755,1610612751,-6.0,6.0
21100862,1610612756,1610612763,5.5,-5.5
21100869,1610612765,1610612766,-5.5,5.5
21100870,1610612748,1610612741,1.5,-1.5
21100873,1610612742,1610612744,-6.5,6.5
21100874,1610612738,1610612761,-8.0,8.0
21100878,1610612764,1610612752,10.5,-10.5
21100879,1610612766,1610612748,16.5,-16.5
21100884,1610612743,1610612747,3.5,-3.5
21100886,1610612744,1610612746,13.0,-13.0
21100887,1610612739,1610612764,5.5,-5.5
21100888,1610612738,1610612751,-7.5,7.5
21100890,1610612760,1610612750,-11.5,11.5
21100892,1610612756,1610612759,9.0,-9.0
21100897,1610612741,1610612765,-9.5,9.5
21100899,1610612757,1610612758,3.0,-3.0
21100901,1610612745,1610612743,3.5,-3.5
21100908,1610612743,1610612745,4.5,-4.5
21100916,1610612763,1610612750,-9.0,9.0
21100925,1610612740,1610612763,9.5,-9.5
21100928,1610612760,1610612756,-4.0,4.0
21100933,1610612750,1610612765,5.0,-5.0
21100939,1610612752,1610612739,-10.0,10.0
21100941,1610612747,1610612759,6.5,-6.5
21100943,1610612743,1610612756,4.0,-4.0
21100944,1610612755,1610612754,4.5,-4.5
21100947,1610612757,1610612763,11.5,-11.5
21100960,1610612766,1610612764,10.5,-10.5
21100962,1610612755,1610612751,-9.5,9.5
21100965,1610612757,1610612759,15.0,-15.0
21100973,1610612741,1610612754,-3.0,3.0
21100977,1610612759,1610612756,3.0,-3.0
21100978,1610612755,1610612765,8.0,-8.0
21100986,1610612740,1610612745,5.5,-5.5
21100989,1610612747,1610612758,7.0,-7.0
41100101,1610612755,1610612741,8.5,-8.5
41100111,1610612752,1610612748,9.0,-9.0
41100141,1610612762,1610612759,11.5,-11.5
41100122,1610612753,1610612754,9.5,-9.5
41100153,1610612760,1610612742,3.5,-3.5
41100143,1610612759,1610612762,-6.0,6.0
41100144,1610612759,1610612762,-7.5,7.5
41100125,1610612753,1610612754,10.0,-10.0
41100106,1610612741,1610612755,3.5,-3.5
41100166,1610612747,1610612743,2.5,-2.5
41100212,1610612755,1610612738,4.5,-4.5
41100221,1610612746,1610612759,11.5,-11.5
41100213,1610612738,1610612755,2.0,-2.0
41100232,1610612747,1610612760,8.0,-8.0
41100214,1610612738,1610612755,2.0,-2.0
41100301,1610612738,1610612748,8.0,-8.0
41100312,1610612760,1610612759,4.5,-4.5
41100314,1610612759,1610612760,3.5,-3.5
41100304,1610612748,1610612738,-2.0,2.0
41100315,1610612760,1610612759,5.0,-5.0
41100307,1610612738,1610612748,8.0,-8.0
21200015,1610612754,1610612766,-7.0,7.0
21200017,1610612749,1610612738,7.0,-7.0
21200018,1610612745,1610612737,5.0,-5.0
21200020,1610612748,1610612752,-6.5,6.5
21200025,1610612746,1610612747,-1.5,1.5
21200026,1610612763,1610612744,-1.5,1.5
21200028,1610612758,1610612754,7.5,-7.5
21200039,1610612756,1610612753,0.0,0.0
21200042,1610612752,1610612755,2.5,-2.5
21200046,1610612757,1610612742,4.0,-4.0
21200048,1610612744,1610612758,2.0,-2.0
21200050,1610612753,1610612741,9.0,-9.0
21200053,1610612756,1610612766,-3.0,3.0
21200056,1610612751,1610612748,10.5,-10.5
21200055,1610612754,1610612737,4.0,-4.0
21200054,1610612764,1610612738,9.5,-9.5
21200057,1610612763,1610612749,-1.0,1.0
21200062,1610612747,1610612762,3.0,-3.0
21200065,1610612739,1610612744,6.0,-6.0
21200066,1610612760,1610612741,-2.5,2.5
21200070,1610612755,1610612738,5.5,-5.5
21200071,1610612742,1610612752,6.5,-6.5
21200072,1610612748,1610612737,-4.5,4.5
21200080,1610612744,1610612747,7.5,-7.5
21200081,1610612755,1610612761,2.5,-2.5
21200083,1610612742,1610612766,-6.5,6.5
21200084,1610612750,1610612741,8.0,-8.0
21200086,1610612738,1610612749,-1.0,1.0
21200087,1610612756,1610612762,8.5,-8.5
21200089,1610612743,1610612744,-2.5,2.5
21200092,1610612748,1610612763,-2.0,2.0
21200095,1610612762,1610612761,-3.0,3.0
21200098,1610612738,1610612741,2.5,-2.5
21200104,1610612752,1610612753,-7.5,7.5
21200106,1610612739,1610612751,5.5,-5.5
21200110,1610612762,1610612738,5.0,-5.0
21200111,1610612754,1610612749,4.5,-4.5
21200118,1610612737,1610612744,1.0,-1.0
21200119,1610612738,1610612751,5.0,-5.0
21200120,1610612752,1610612759,5.5,-5.5
21200124,1610612742,1610612754,2.0,-2.0
21200127,1610612752,1610612763,6.0,-6.0
21200141,1610612739,1610612755,6.5,-6.5
21200142,1610612751,1610612758,-3.5,3.5
21200143,1610612744,1610612760,9.5,-9.5
21200144,1610612738,1610612765,-4.0,4.0
21200148,1610612749,1610612766,-4.0,4.0
21200149,1610612753,1610612737,10.0,-10.0
21200153,1610612745,1610612762,6.0,-6.0
21200154,1610612761,1610612755,5.5,-5.5
21200158,1610612765,1610612753,1.0,-1.0
21200159,1610612755,1610612739,-4.5,4.5
21200166,1610612743,1610612750,-2.0,2.0
21200175,1610612761,1610612765,1.5,-1.5
21200178,1610612752,1610612745,-4.5,4.5
21200179,1610612744,1610612743,6.5,-6.5
21200193,1610612757,1610612751,7.5,-7.5
21200195,1610612738,1610612753,-5.5,5.5
21200198,1610612757,1610612765,0.0,0.0
21200201,1610612766,1610612760,11.5,-11.5
21200209,1610612757,1610612764,-3.5,3.5
21200210,1610612759,1610612753,-7.5,7.5
21200217,1610612762,1610612740,-3.0,3.0
21200219,1610612750,1610612746,9.0,-9.0
21200228,1610612765,1610612763,10.5,-10.5
21200234,1610612757,1610612739,1.5,-1.5
21200236,1610612760,1610612740,-8.5,8.5
21200239,1610612763,1610612759,6.0,-6.0
21200241,1610612758,1610612746,12.5,-12.5
21200245,1610612757,1610612766,1.5,-1.5
21200249,1610612746,1610612762,-2.0,2.0
21200250,1610612753,1610612744,9.5,-9.5
21200252,1610612748,1610612764,-10.0,10.0
21200253,1610612760,1610612751,-4.0,4.0
21200257,1610612752,1610612766,-7.5,7.5
21200259,1610612750,1610612738,5.5,-5.5
21200260,1610612743,1610612737,2.0,-2.0
21200265,1610612753,1610612762,8.5,-8.5
21200270,1610612738,1610612755,-2.0,2.0
21200274,1610612741,1610612765,-2.5,2.5
21200280,1610612747,1610612760,7.5,-7.5
21200281,1610612753,1610612758,3.0,-3.0
21200290,1610612742,1610612745,6.0,-6.0
21200292,1610612761,1610612746,10.0,-10.0
21200293,1610612749,1610612751,6.0,-6.0
21200299,1610612744,1610612766,-4.5,4.5
21200300,1610612737,1610612748,6.5,-6.5
21200308,1610612746,1610612741,-4.0,4.0
21200311,1610612739,1610612754,7.0,-7.0
21200320,1610612763,1610612756,-6.5,6.5
21200327,1610612755,1610612754,6.0,-6.0
21200334,1610612762,1610612756,-1.5,1.5
21200337,1610612744,1610612737,6.5,-6.5
21200336,1610612753,1610612766,1.5,-1.5
21200338,1610612739,1610612752,10.5,-10.5
21200339,1610612764,1610612748,15.0,-15.0
21200341,1610612751,1610612741,4.5,-4.5
21200343,1610612746,1610612749,-5.5,5.5
21200345,1610612763,1610612762,2.0,-2.0
21200347,1610612747,1610612755,-4.0,4.0
21200348,1610612743,1610612758,-4.5,4.5
21200353,1610612741,1610612763,6.5,-6.5
21200355,1610612758,1610612756,7.0,-7.0
21200356,1610612737,1610612764,-7.0,7.0
21200357,1610612761,1610612739,5.0,-5.0
21200358,1610612762,1610612751,4.5,-4.5
40800313,1610612747,1610612743,3.5,-3.5
21200366,1610612765,1610612761,3.0,-3.0
21200367,1610612751,1610612752,6.0,-6.0
21200371,1610612760,1610612737,-6.0,6.0
21200370,1610612739,1610612738,9.0,-9.0
21200380,1610612753,1610612761,3.5,-3.5
21200383,1610612741,1610612752,6.5,-6.5
21200382,1610612749,1610612738,5.5,-5.5
21200389,1610612766,1610612744,10.5,-10.5
21200400,1610612750,1610612752,8.0,-8.0
21200419,1610612747,1610612743,3.5,-3.5
21200423,1610612742,1610612760,10.5,-10.5
21200426,1610612756,1610612754,8.5,-8.5
21200442,1610612743,1610612763,6.5,-6.5
21200455,1610612737,1610612745,4.5,-4.5
21200456,1610612756,1610612760,12.5,-12.5
21200459,1610612757,1610612752,9.5,-9.5
21200463,1610612755,1610612747,9.0,-9.0
21200467,1610612764,1610612754,10.5,-10.5
21200474,1610612755,1610612756,4.0,-4.0
21200477,1610612750,1610612743,8.5,-8.5
21200479,1610612751,1610612764,-6.0,6.0
21200488,1610612747,1610612746,4.5,-4.5
21200495,1610612740,1610612742,6.0,-6.0
21200497,1610612762,1610612743,10.0,-10.0
21200499,1610612760,1610612761,-7.0,7.0
21200500,1610612764,1610612748,13.5,-13.5
21200503,1610612743,1610612747,5.5,-5.5
21200505,1610612738,1610612752,7.5,-7.5
21200506,1610612739,1610612741,8.0,-8.0
21200508,1610612742,1610612762,5.5,-5.5
21200513,1610612756,1610612749,6.0,-6.0
21200518,1610612737,1610612739,-4.5,4.5
21200521,1610612745,1610612740,-2.5,2.5
21200522,1610612747,1610612759,13.5,-13.5
21200525,1610612742,1610612746,10.0,-10.0
21200535,1610612759,1610612763,2.0,-2.0
21200544,1610612745,1610612755,1.0,-1.0
